method,geoid,indicator,anchor_year,target_year,horizon,actual,projected,ci90_low,ci90_high,sample_se,forecast_se,abs_pct_err,in_ci
ar1_log_diff,15001,B25058_001E,2021,2023,2,1305.00,1231.21,1089.55,1372.86,56.02,65.40,0.056547,1
ar1_log_diff,15001,B25058_001E,2022,2024,2,1459.00,1199.87,1058.35,1341.39,47.75,71.56,0.177608,0
ar1_log_diff,15003,B25058_001E,2015,2017,2,1592.00,1621.53,1562.21,1680.86,33.63,13.03,0.018551,1
ar1_log_diff,15003,B25058_001E,2016,2018,2,1593.00,1453.16,1300.27,1606.06,24.32,89.71,0.087783,1
ar1_log_diff,15003,B25058_001E,2017,2019,2,1647.00,1694.13,1591.70,1796.55,29.11,55.04,0.028614,1
ar1_log_diff,15003,B25058_001E,2019,2021,2,1771.00,1755.07,1650.05,1860.10,34.98,53.41,0.008995,1
ar1_log_diff,15003,B25058_001E,2021,2023,2,1853.00,1887.38,1784.85,1989.91,32.39,53.25,0.018554,1
ar1_log_diff,15003,B25058_001E,2022,2024,2,1856.00,1863.86,1745.13,1982.59,30.64,65.35,0.004233,1
ar1_log_diff,15007,B25058_001E,2015,2017,2,1258.00,1047.68,689.87,1405.49,62.30,208.40,0.167186,1
ar1_log_diff,15007,B25058_001E,2016,2018,2,1184.00,1205.88,682.20,1729.57,58.25,312.98,0.018480,1
ar1_log_diff,15007,B25058_001E,2017,2019,2,1179.00,1307.57,799.91,1815.22,62.55,302.20,0.109047,1
ar1_log_diff,15007,B25058_001E,2019,2021,2,1478.00,1212.68,809.77,1615.59,57.52,238.08,0.179512,1
ar1_log_diff,15007,B25058_001E,2021,2023,2,1692.00,1501.87,990.34,2013.39,133.43,280.88,0.112371,1
ar1_log_diff,15007,B25058_001E,2022,2024,2,1691.00,1699.76,1136.72,2262.80,111.79,323.50,0.005181,1
ar1_log_diff,15009,B25058_001E,2015,2017,2,1247.00,1301.88,1035.91,1567.86,50.54,153.59,0.044011,1
ar1_log_diff,15009,B25058_001E,2016,2018,2,1515.00,1217.97,1020.30,1415.63,31.20,116.04,0.196062,0
ar1_log_diff,15009,B25058_001E,2017,2019,2,1506.00,1266.01,1068.62,1463.39,45.05,111.21,0.159357,0
ar1_log_diff,15009,B25058_001E,2019,2021,2,1422.00,1643.08,1206.73,2079.44,80.91,252.62,0.155473,1
ar1_log_diff,15009,B25058_001E,2021,2023,2,1666.00,1535.27,1118.75,1951.79,97.14,233.83,0.078469,1
ar1_log_diff,15009,B25058_001E,2022,2024,2,1802.00,1555.23,1145.60,1964.86,110.43,223.19,0.136940,1
ar1_log_diff,15001,B25064_001E,2015,2017,2,1107.00,1203.80,1150.74,1256.86,31.73,5.79,0.087444,0
ar1_log_diff,15001,B25064_001E,2016,2018,2,1126.00,1260.23,1175.61,1344.85,51.07,6.13,0.119211,0
ar1_log_diff,15001,B25064_001E,2017,2019,2,1215.00,1191.35,1058.92,1323.79,52.34,61.17,0.019462,1
ar1_log_diff,15001,B25064_001E,2019,2021,2,1328.00,1272.17,1109.73,1434.61,51.56,84.22,0.042042,1
ar1_log_diff,15001,B25064_001E,2021,2023,2,1492.00,1411.89,1228.64,1595.14,59.46,94.20,0.053692,1
ar1_log_diff,15001,B25064_001E,2022,2024,2,1645.00,1387.15,1186.66,1587.63,78.97,92.83,0.156750,0
ar1_log_diff,15003,B25064_001E,2015,2017,2,1712.00,1768.95,1704.20,1833.69,30.86,24.44,0.033265,1
ar1_log_diff,15003,B25064_001E,2016,2018,2,1726.00,1551.51,1392.25,1710.76,27.35,92.87,0.101096,0
ar1_log_diff,15003,B25064_001E,2017,2019,2,1774.00,1813.17,1675.46,1950.88,26.40,79.44,0.022080,1
ar1_log_diff,15003,B25064_001E,2019,2021,2,1884.00,1877.60,1751.12,2004.09,36.67,67.58,0.003395,1
ar1_log_diff,15003,B25064_001E,2021,2023,2,2033.00,1993.48,1874.23,2112.72,29.59,66.17,0.019441,1
ar1_log_diff,15003,B25064_001E,2022,2024,2,2001.00,2027.29,1911.12,2143.46,29.62,64.11,0.013138,1
ar1_log_diff,15007,B25064_001E,2015,2017,2,1416.00,1189.64,922.61,1456.67,71.74,145.61,0.159857,1
ar1_log_diff,15007,B25064_001E,2016,2018,2,1346.00,1395.98,883.86,1908.09,81.93,300.34,0.037129,1
ar1_log_diff,15007,B25064_001E,2017,2019,2,1326.00,1472.53,985.86,1959.20,89.14,282.10,0.110503,1
ar1_log_diff,15007,B25064_001E,2019,2021,2,1639.00,1353.28,935.33,1771.23,116.64,225.72,0.174327,1
ar1_log_diff,15007,B25064_001E,2021,2023,2,1816.00,1648.41,1105.27,2191.55,199.31,263.23,0.092285,1
ar1_log_diff,15007,B25064_001E,2022,2024,2,1866.00,1894.44,1319.36,2469.52,124.08,326.83,0.015241,1
ar1_log_diff,15009,B25064_001E,2015,2017,2,1421.00,1455.68,1181.85,1729.52,43.68,160.63,0.024409,1
ar1_log_diff,15009,B25064_001E,2016,2018,2,1669.00,1312.28,1094.00,1530.56,48.98,123.32,0.213734,0
ar1_log_diff,15009,B25064_001E,2017,2019,2,1615.00,1445.33,1234.50,1656.17,48.85,118.49,0.105056,1
ar1_log_diff,15009,B25064_001E,2019,2021,2,1592.00,1771.92,1333.83,2210.00,74.03,255.82,0.113012,1
ar1_log_diff,15009,B25064_001E,2021,2023,2,1828.00,1713.24,1286.74,2139.74,86.35,244.47,0.062781,1
ar1_log_diff,15009,B25064_001E,2022,2024,2,1944.00,1765.56,1360.00,2171.13,74.26,235.09,0.091789,1
ar1_log_diff,15001,B25077_001E,2015,2017,2,344800.00,337236.02,290649.11,383822.94,11806.06,25742.12,0.021937,1
ar1_log_diff,15001,B25077_001E,2016,2018,2,368200.00,339205.34,300681.91,377728.77,10020.87,21166.21,0.078747,1
ar1_log_diff,15001,B25077_001E,2017,2019,2,381000.00,363804.92,321334.94,406274.90,11591.55,23069.14,0.045131,1
ar1_log_diff,15001,B25077_001E,2019,2021,2,472800.00,408488.47,363500.66,453476.27,11817.09,24663.35,0.136023,0
ar1_log_diff,15001,B25077_001E,2021,2023,2,528800.00,520691.19,448361.63,593020.74,17518.92,40328.52,0.015334,1
ar1_log_diff,15001,B25077_001E,2022,2024,2,580100.00,619211.29,515074.04,723348.55,26564.47,57462.10,0.067422,1
ar1_log_diff,15003,B25077_001E,2015,2017,2,680200.00,679037.45,625015.30,733059.59,5034.86,32451.96,0.001709,1
ar1_log_diff,15003,B25077_001E,2016,2018,2,701200.00,713699.21,664610.79,762787.63,6248.13,29179.54,0.017825,1
ar1_log_diff,15003,B25077_001E,2017,2019,2,739700.00,733335.93,689078.30,777593.57,6586.68,26085.61,0.008604,1
ar1_log_diff,15003,B25077_001E,2019,2021,2,781600.00,800522.93,755455.58,845590.27,9545.30,25679.93,0.024210,1
ar1_log_diff,15003,B25077_001E,2021,2023,2,899300.00,841906.53,797424.61,886388.45,9710.79,25236.86,0.063820,0
ar1_log_diff,15003,B25077_001E,2022,2024,2,920600.00,953843.37,866393.53,1041293.21,8705.95,52443.28,0.036111,1
ar1_log_diff,15007,B25077_001E,2015,2017,2,560600.00,500746.92,377679.14,623814.70,15611.90,73166.17,0.106766,1
ar1_log_diff,15007,B25077_001E,2016,2018,2,627800.00,576022.74,417999.45,734046.03,26405.51,92362.37,0.082474,1
ar1_log_diff,15007,B25077_001E,2017,2019,2,622300.00,590614.99,449643.12,731586.85,24702.81,82059.60,0.050916,1
ar1_log_diff,15007,B25077_001E,2019,2021,2,695100.00,668231.87,532454.54,804009.20,15079.03,81150.34,0.038654,1
ar1_log_diff,15007,B25077_001E,2021,2023,2,888500.00,737956.97,598776.64,877137.31,18973.63,82453.22,0.169435,0
ar1_log_diff,15007,B25077_001E,2022,2024,2,939500.00,919038.20,684725.40,1153351.00,25159.82,140199.73,0.021779,1
ar1_log_diff,15009,B25077_001E,2015,2017,2,641500.00,661007.42,416094.00,905920.83,19525.34,147597.66,0.030409,1
ar1_log_diff,15009,B25077_001E,2016,2018,2,629500.00,681101.72,475315.07,886888.36,15393.63,124147.54,0.081973,1
ar1_log_diff,15009,B25077_001E,2017,2019,2,697900.00,736682.48,543656.04,929708.92,15022.42,116375.72,0.055570,1
ar1_log_diff,15009,B25077_001E,2019,2021,2,744400.00,801557.33,583454.38,1019660.28,19511.70,131141.82,0.076783,1
ar1_log_diff,15009,B25077_001E,2021,2023,2,934500.00,808420.21,604067.47,1012772.95,26564.48,121353.09,0.134917,1
ar1_log_diff,15009,B25077_001E,2022,2024,2,1061300.00,1116467.00,751889.95,1481044.05,26416.98,220047.36,0.051981,1
ensemble,15001,B19013_001E,2015,2017,2,57545.00,63034.11,49185.41,76882.80,2562.68,5951.43,0.095388,1
ensemble,15001,B19013_001E,2016,2018,2,57571.00,60910.24,48691.28,73129.19,1604.96,5475.86,0.058002,1
ensemble,15001,B19013_001E,2017,2019,2,67075.00,60671.63,48305.52,73037.73,1869.93,5454.09,0.095466,1
ensemble,15001,B19013_001E,2019,2021,2,69473.00,69044.82,55341.10,82748.54,2131.36,6025.13,0.006163,1
ensemble,15001,B19013_001E,2021,2023,2,74580.00,74022.06,59978.75,88065.37,2245.56,6150.49,0.007481,1
ensemble,15001,B19013_001E,2022,2024,2,75465.00,77104.96,62989.65,91220.27,2693.82,6004.84,0.021731,1
ensemble,15003,B19013_001E,2015,2017,2,81284.00,81940.93,76829.58,87052.29,1048.60,2295.80,0.008082,1
ensemble,15003,B19013_001E,2016,2018,2,84423.00,85576.40,81015.38,90137.43,931.77,2056.85,0.013662,1
ensemble,15003,B19013_001E,2017,2019,2,87470.00,86627.75,81949.33,91306.17,853.15,2148.89,0.009629,1
ensemble,15003,B19013_001E,2019,2021,2,90704.00,92632.42,87975.05,97289.78,1197.80,1948.29,0.021261,1
ensemble,15003,B19013_001E,2021,2023,2,103131.00,96175.96,91430.79,100921.13,1258.48,1957.54,0.067439,0
ensemble,15003,B19013_001E,2022,2024,2,105205.00,101618.48,96706.35,106530.61,936.62,2206.38,0.034091,1
ensemble,15007,B19013_001E,2015,2017,2,83860.00,83190.51,57139.80,109241.21,2505.21,11997.86,0.007983,1
ensemble,15007,B19013_001E,2016,2018,2,80921.00,79015.50,56872.26,101158.75,5058.44,9003.27,0.023548,1
ensemble,15007,B19013_001E,2017,2019,2,81971.00,89130.03,68397.24,109862.83,3323.62,9128.25,0.087336,1
ensemble,15007,B19013_001E,2019,2021,2,80582.00,88140.66,66478.43,109802.89,5928.92,8190.55,0.093801,1
ensemble,15007,B19013_001E,2021,2023,2,103564.00,86170.25,67702.30,104638.21,3719.14,7782.02,0.167952,1
ensemble,15007,B19013_001E,2022,2024,2,98128.00,91395.18,71544.85,111245.51,4996.03,7805.69,0.068613,1
ensemble,15009,B19013_001E,2015,2017,2,80241.00,74107.74,67095.78,81119.71,1413.98,2947.66,0.076435,1
ensemble,15009,B19013_001E,2016,2018,2,82885.00,76359.07,69157.72,83560.42,2140.29,2588.29,0.078735,1
ensemble,15009,B19013_001E,2017,2019,2,80754.00,84437.55,75174.94,93700.17,2254.86,3688.29,0.045614,1
ensemble,15009,B19013_001E,2019,2021,2,76273.00,86733.16,74719.37,98746.94,3328.48,4505.49,0.137141,1
ensemble,15009,B19013_001E,2021,2023,2,83691.00,80260.50,66492.73,94028.27,3003.16,5683.36,0.040990,1
ensemble,15009,B19013_001E,2022,2024,2,101192.00,96527.10,77447.44,115606.77,3861.46,8020.13,0.046099,1
ensemble,15001,B25058_001E,2015,2017,2,963.00,1031.41,913.81,1149.01,35.01,45.60,0.071037,1
ensemble,15001,B25058_001E,2016,2018,2,999.00,1064.72,939.71,1189.73,44.37,41.39,0.065783,1
ensemble,15001,B25058_001E,2017,2019,2,1057.00,1032.20,887.10,1177.29,35.47,60.07,0.023464,1
ensemble,15001,B25058_001E,2019,2021,2,1149.00,1111.74,952.55,1270.93,48.47,58.18,0.032430,1
ensemble,15001,B25058_001E,2021,2023,2,1305.00,1212.15,1058.58,1365.71,43.05,59.19,0.071152,1
ensemble,15001,B25058_001E,2022,2024,2,1459.00,1186.82,1033.64,1339.99,36.68,63.06,0.186555,0
ensemble,15003,B25058_001E,2015,2017,2,1592.00,1591.79,1534.32,1649.27,23.53,12.89,0.000131,1
ensemble,15003,B25058_001E,2016,2018,2,1593.00,1523.51,1419.67,1627.35,19.85,45.28,0.043622,1
ensemble,15003,B25058_001E,2017,2019,2,1647.00,1663.78,1567.11,1760.45,20.26,40.27,0.010187,1
ensemble,15003,B25058_001E,2019,2021,2,1771.00,1723.56,1626.10,1821.02,24.30,38.40,0.026789,1
ensemble,15003,B25058_001E,2021,2023,2,1853.00,1846.13,1746.00,1946.26,22.66,40.91,0.003710,1
ensemble,15003,B25058_001E,2022,2024,2,1856.00,1825.98,1715.52,1936.44,21.24,46.92,0.016175,1
ensemble,15007,B25058_001E,2015,2017,2,1258.00,1055.16,663.38,1446.94,49.18,181.10,0.161241,1
ensemble,15007,B25058_001E,2016,2018,2,1184.00,1199.68,667.78,1731.59,42.08,245.76,0.013244,1
ensemble,15007,B25058_001E,2017,2019,2,1179.00,1304.89,779.02,1830.77,45.92,242.99,0.106779,1
ensemble,15007,B25058_001E,2019,2021,2,1478.00,1214.80,798.03,1631.57,42.29,191.32,0.178081,1
ensemble,15007,B25058_001E,2021,2023,2,1692.00,1474.47,943.45,2005.50,97.11,230.17,0.128562,1
ensemble,15007,B25058_001E,2022,2024,2,1691.00,1689.99,1098.34,2281.65,82.95,266.47,0.000597,1
ensemble,15009,B25058_001E,2015,2017,2,1247.00,1277.85,1027.56,1528.15,35.15,111.30,0.024742,1
ensemble,15009,B25058_001E,2016,2018,2,1515.00,1214.08,1004.79,1423.36,23.37,96.11,0.198628,0
ensemble,15009,B25058_001E,2017,2019,2,1506.00,1262.98,1056.80,1469.17,33.31,91.24,0.161365,0
ensemble,15009,B25058_001E,2019,2021,2,1422.00,1625.95,1242.25,2009.65,56.80,169.79,0.143427,1
ensemble,15009,B25058_001E,2021,2023,2,1666.00,1543.68,1143.43,1943.92,69.29,173.43,0.073422,1
ensemble,15009,B25058_001E,2022,2024,2,1802.00,1538.06,1146.80,1929.33,77.51,165.25,0.146468,1
ensemble,15001,B25064_001E,2015,2017,2,1107.00,1200.08,1140.87,1259.30,30.06,8.97,0.084087,0
ensemble,15001,B25064_001E,2016,2018,2,1126.00,1252.63,1156.93,1348.34,44.74,17.08,0.112464,0
ensemble,15001,B25064_001E,2017,2019,2,1215.00,1184.20,1037.03,1331.37,42.45,57.22,0.025349,1
ensemble,15001,B25064_001E,2019,2021,2,1328.00,1255.86,1083.25,1428.47,38.57,71.98,0.054320,1
ensemble,15001,B25064_001E,2021,2023,2,1492.00,1383.43,1192.13,1574.73,43.45,78.93,0.072770,1
ensemble,15001,B25064_001E,2022,2024,2,1645.00,1366.92,1160.82,1573.02,57.15,78.12,0.169046,0
ensemble,15003,B25064_001E,2015,2017,2,1712.00,1735.98,1677.55,1794.42,21.42,16.85,0.014009,1
ensemble,15003,B25064_001E,2016,2018,2,1726.00,1641.90,1525.51,1758.29,21.96,50.43,0.048724,1
ensemble,15003,B25064_001E,2017,2019,2,1774.00,1772.36,1660.86,1883.86,18.62,48.82,0.000925,1
ensemble,15003,B25064_001E,2019,2021,2,1884.00,1840.14,1733.89,1946.40,25.69,42.52,0.023279,1
ensemble,15003,B25064_001E,2021,2023,2,2033.00,1946.40,1839.81,2052.98,20.44,45.32,0.042598,1
ensemble,15003,B25064_001E,2022,2024,2,2001.00,1988.66,1884.71,2092.62,20.56,43.91,0.006166,1
ensemble,15007,B25064_001E,2015,2017,2,1416.00,1196.92,895.58,1498.26,61.77,135.93,0.154718,1
ensemble,15007,B25064_001E,2016,2018,2,1346.00,1392.87,852.57,1933.17,61.17,247.68,0.034822,1
ensemble,15007,B25064_001E,2017,2019,2,1326.00,1471.23,953.16,1989.31,67.27,235.84,0.109527,1
ensemble,15007,B25064_001E,2019,2021,2,1639.00,1356.10,918.22,1793.97,86.70,187.30,0.172606,1
ensemble,15007,B25064_001E,2021,2023,2,1816.00,1622.50,1053.97,2191.03,146.43,224.38,0.106554,1
ensemble,15007,B25064_001E,2022,2024,2,1866.00,1887.17,1273.34,2501.00,93.79,275.28,0.011345,1
ensemble,15009,B25064_001E,2015,2017,2,1421.00,1427.39,1153.61,1701.16,30.94,124.31,0.004494,1
ensemble,15009,B25064_001E,2016,2018,2,1669.00,1310.16,1069.99,1550.33,38.89,108.63,0.215003,0
ensemble,15009,B25064_001E,2017,2019,2,1615.00,1438.55,1206.07,1671.03,38.91,104.86,0.109257,1
ensemble,15009,B25064_001E,2019,2021,2,1592.00,1754.77,1339.04,2170.50,51.97,186.81,0.102243,1
ensemble,15009,B25064_001E,2021,2023,2,1828.00,1712.10,1291.32,2132.88,61.72,186.71,0.063402,1
ensemble,15009,B25064_001E,2022,2024,2,1944.00,1745.11,1344.63,2145.59,52.62,179.63,0.102309,1
ensemble,15001,B25077_001E,2015,2017,2,344800.00,327319.89,281441.41,373198.38,8233.96,19793.41,0.050696,1
ensemble,15001,B25077_001E,2016,2018,2,368200.00,335355.36,295806.46,374904.26,7259.58,17090.60,0.089203,1
ensemble,15001,B25077_001E,2017,2019,2,381000.00,358525.50,316799.29,400251.72,8176.54,17696.51,0.058988,1
ensemble,15001,B25077_001E,2019,2021,2,472800.00,404267.82,361009.77,447525.87,8311.61,18394.70,0.144950,0
ensemble,15001,B25077_001E,2021,2023,2,528800.00,497512.37,430389.39,564635.36,11857.90,28962.55,0.059167,1
ensemble,15001,B25077_001E,2022,2024,2,580100.00,587199.12,495976.20,678422.05,17831.84,38657.36,0.012238,1
ensemble,15003,B25077_001E,2015,2017,2,680200.00,659150.12,606750.17,711550.08,3491.12,24210.93,0.030947,1
ensemble,15003,B25077_001E,2016,2018,2,701200.00,697896.32,649612.77,746179.87,4381.48,22129.97,0.004711,1
ensemble,15003,B25077_001E,2017,2019,2,739700.00,723171.16,678374.81,767967.51,4717.38,20452.34,0.022345,1
ensemble,15003,B25077_001E,2019,2021,2,781600.00,787666.95,742060.21,833273.68,6824.45,20249.42,0.007762,1
ensemble,15003,B25077_001E,2021,2023,2,899300.00,829090.69,783536.43,874644.95,7003.45,20200.14,0.078071,0
ensemble,15003,B25077_001E,2022,2024,2,920600.00,921494.11,847020.32,995967.91,5985.14,34277.91,0.000971,1
ensemble,15007,B25077_001E,2015,2017,2,560600.00,497465.24,393829.43,601101.04,11099.02,47161.38,0.112620,1
ensemble,15007,B25077_001E,2016,2018,2,627800.00,563970.85,436931.76,691009.94,18697.26,56552.89,0.101671,1
ensemble,15007,B25077_001E,2017,2019,2,622300.00,585453.08,468278.53,702627.63,17576.16,51925.45,0.059211,1
ensemble,15007,B25077_001E,2019,2021,2,695100.00,664902.37,547942.22,781862.51,10685.28,53563.29,0.043444,1
ensemble,15007,B25077_001E,2021,2023,2,888500.00,726345.54,606775.45,845915.63,13291.99,54239.15,0.182504,0
ensemble,15007,B25077_001E,2022,2024,2,939500.00,893170.61,706163.84,1080177.38,17701.22,85921.33,0.049313,1
ensemble,15009,B25077_001E,2015,2017,2,641500.00,588340.97,400904.39,775777.55,12559.49,87319.84,0.082867,1
ensemble,15009,B25077_001E,2016,2018,2,629500.00,639467.54,467045.11,811889.97,10287.00,79970.92,0.015834,1
ensemble,15009,B25077_001E,2017,2019,2,697900.00,698192.88,532405.69,863980.07,10100.54,76768.62,0.000420,1
ensemble,15009,B25077_001E,2019,2021,2,744400.00,755155.65,578994.93,931316.36,13199.53,81505.83,0.014449,1
ensemble,15009,B25077_001E,2021,2023,2,934500.00,789942.02,615138.66,964745.38,18476.92,79538.46,0.154690,1
ensemble,15009,B25077_001E,2022,2024,2,1061300.00,995868.89,747529.19,1244208.59,17722.01,116852.86,0.061652,1
